source,target,combined_score_scaled
8762,12419,0.998
10328,12419,0.784
10503,12419,0.966
10514,12419,0.99
10532,12419,0.732
10646,12419,0.805
10648,12419,0.972
10649,12419,0.977
10650,12419,0.992
10675,12419,0.924
10677,12419,0.924
11368,12419,0.993
11386,12419,0.702
11389,12419,0.84
11597,12419,0.809
11754,12419,0.977
11808,12419,0.872
11919,12419,0.999
12009,12419,0.996
12027,12419,0.937
12090,12419,0.872
12109,12419,0.701
12308,12419,0.96
12338,12419,0.711
184,12420,0.895
663,12420,0.771
850,12420,0.819
1270,12420,0.868
3877,12420,0.704
4692,12420,0.948
9803,12420,0.76
12123,12420,0.904
270,12421,0.706
529,12421,0.913
694,12421,0.95
2448,12421,0.985
3092,12421,0.944
3240,12421,0.785
3320,12421,0.769
5531,12421,0.937
5700,12421,0.962
5875,12421,0.792
6599,12421,0.912
6604,12421,0.941
6618,12421,0.932
6839,12421,0.981
6871,12421,0.716
7005,12421,0.89
7055,12421,0.995
7219,12421,0.701
8707,12421,0.918
8708,12421,0.954
8710,12421,0.917
8712,12421,0.91
8713,12421,0.913
8758,12421,0.955
8762,12421,0.932
10328,12421,0.793
10503,12421,0.919
10514,12421,0.923
10648,12421,0.926
10649,12421,0.96
10650,12421,0.927
10675,12421,0.935
10677,12421,0.923
10865,12421,0.72
11368,12421,0.958
11754,12421,0.926
11808,12421,0.796
11919,12421,0.989
12009,12421,0.743
12027,12421,0.907
12090,12421,0.88
12308,12421,0.919
12419,12421,0.907
549,12422,0.999
645,12422,0.966
646,12422,0.972
647,12422,0.974
748,12422,0.982
1215,12422,0.813
3730,12422,0.962
7537,12422,0.911
8637,12422,0.999
8638,12422,0.999
8639,12422,0.999
8640,12422,0.999
10032,12422,0.784
10034,12422,0.773
11984,12422,0.705
12010,12422,0.971
12198,12422,0.953
84,12423,0.806
635,12423,0.7
1682,12423,0.785
1683,12423,0.701
2146,12423,0.774
2543,12423,0.754
2568,12423,0.938
2572,12423,0.959
3057,12423,0.722
3250,12423,0.737
3380,12423,0.803
4037,12423,0.983
5192,12423,0.7
5330,12423,0.742
5966,12423,0.71
6172,12423,0.999
6182,12423,0.88
6184,12423,0.797
6356,12423,0.748
6384,12423,0.91
6394,12423,0.799
6479,12423,0.72
6480,12423,0.83
6495,12423,0.921
6501,12423,0.857
6507,12423,0.726
6517,12423,0.74
6553,12423,0.732
6588,12423,0.854
6592,12423,0.999
6593,12423,0.828
6596,12423,0.989
6597,12423,0.973
6599,12423,0.992
6600,12423,0.991
6601,12423,0.716
6602,12423,0.936
6603,12423,0.999
6604,12423,0.998
6611,12423,0.974
6783,12423,0.729
7070,12423,0.805
7418,12423,0.748
7547,12423,0.982
7680,12423,0.802
7683,12423,0.928
7684,12423,0.92
7774,12423,0.769
7776,12423,0.787
7819,12423,0.81
7867,12423,0.724
8005,12423,0.719
8064,12423,0.779
8594,12423,0.82
8739,12423,0.756
9866,12423,0.713
10302,12423,0.758
10532,12423,0.832
11065,12423,0.907
11069,12423,0.739
11072,12423,0.723
11080,12423,0.778
11100,12423,0.864
11156,12423,0.979
11157,12423,0.97
11158,12423,0.963
11159,12423,0.99
11597,12423,0.942
11777,12423,0.965
11790,12423,0.746
11859,12423,0.758
11861,12423,0.818
12086,12423,0.727
12112,12423,0.723
12114,12423,0.772
12133,12423,0.923
12140,12423,0.761
12297,12423,0.771
3,12424,0.939
84,12424,0.975
207,12424,0.725
223,12424,0.741
256,12424,0.99
280,12424,0.999
485,12424,0.749
652,12424,0.999
760,12424,0.833
768,12424,0.83
951,12424,0.896
1619,12424,0.821
1741,12424,0.995
1784,12424,0.711
2138,12424,0.764
2277,12424,0.826
2434,12424,0.999
2435,12424,0.969
2441,12424,0.997
2448,12424,0.952
2941,12424,0.94
2969,12424,0.724
3196,12424,0.915
3240,12424,0.97
3320,12424,0.797
3409,12424,0.928
3880,12424,0.998
3891,12424,0.995
3901,12424,0.994
4029,12424,0.948
4037,12424,0.992
4053,12424,0.786
4072,12424,0.954
4142,12424,0.71
4683,12424,0.731
5006,12424,0.795
5531,12424,0.795
5640,12424,0.973
5668,12424,0.918
5710,12424,0.864
5875,12424,0.957
6071,12424,0.714
6348,12424,0.973
6538,12424,0.995
6588,12424,0.886
6593,12424,0.78
6603,12424,0.966
6604,12424,0.704
6606,12424,0.874
6609,12424,0.907
6690,12424,0.978
6839,12424,0.852
7091,12424,0.961
7404,12424,0.849
7547,12424,0.951
7633,12424,0.706
7641,12424,0.814
8426,12424,0.773
8651,12424,0.978
8719,12424,0.911
8767,12424,0.719
8970,12424,0.812
9616,12424,0.73
9722,12424,0.948
9865,12424,0.786
9866,12424,0.77
9896,12424,0.72
10328,12424,0.998
10545,12424,0.942
10573,12424,0.999
10699,12424,0.845
10745,12424,0.753
10780,12424,0.984
11183,12424,0.733
11808,12424,0.997
12059,12424,0.959
12098,12424,0.973
12109,12424,0.999
12115,12424,0.99
12153,12424,0.808
12171,12424,0.957
12172,12424,0.708
12175,12424,0.711
12200,12424,0.836
12235,12424,0.716
12418,12424,0.999
34,12425,0.995
181,12425,0.75
243,12425,0.805
252,12425,0.802
300,12425,0.712
310,12425,0.765
318,12425,0.906
384,12425,0.812
387,12425,0.998
410,12425,0.899
596,12425,0.759
680,12425,0.847
766,12425,0.912
818,12425,0.938
932,12425,0.987
957,12425,0.725
1072,12425,0.999
1106,12425,0.79
1170,12425,0.854
1263,12425,0.772
1535,12425,0.87
1755,12425,0.722
1823,12425,0.996
1917,12425,0.809
2084,12425,0.998
2779,12425,0.899
2803,12425,0.999
2958,12425,0.765
3127,12425,0.717
3267,12425,0.856
3320,12425,0.735
3685,12425,0.839
3730,12425,0.747
3743,12425,0.826
3909,12425,0.999
3916,12425,0.999
3917,12425,0.708
4104,12425,0.964
4373,12425,0.832
4547,12425,0.997
4683,12425,0.742
4690,12425,0.858
4713,12425,0.72
4736,12425,0.999
4740,12425,0.904
4969,12425,0.999
5144,12425,0.876
5554,12425,0.762
5765,12425,0.898
5799,12425,0.938
5800,12425,0.936
5879,12425,0.901
5971,12425,0.793
6095,12425,0.863
6106,12425,0.867
6107,12425,0.944
6110,12425,0.92
6115,12425,0.933
6117,12425,0.906
6121,12425,0.722
6151,12425,0.788
6169,12425,0.746
6562,12425,0.915
7129,12425,0.714
7278,12425,0.713
7389,12425,0.999
7776,12425,0.863
7972,12425,0.892
8033,12425,0.928
8100,12425,0.994
8122,12425,0.999
8422,12425,0.921
8651,12425,0.814
8663,12425,0.735
8671,12425,0.706
8884,12425,0.859
8911,12425,0.748
9242,12425,0.943
9249,12425,0.794
9287,12425,0.843
9335,12425,0.99
9371,12425,0.705
9541,12425,0.998
9662,12425,0.999
9747,12425,0.972
9797,12425,0.999
9875,12425,0.999
10032,12425,0.8
10034,12425,0.859
10037,12425,0.748
10040,12425,0.821
10045,12425,0.705
10046,12425,0.774
10047,12425,0.729
10059,12425,0.899
10074,12425,0.738
10089,12425,0.756
10132,12425,0.783
10137,12425,0.817
10143,12425,0.79
10150,12425,0.855
10152,12425,0.808
10161,12425,0.778
10162,12425,0.91
10166,12425,0.77
10174,12425,0.931
10199,12425,0.775
10206,12425,0.797
10227,12425,0.785
10233,12425,0.807
10242,12425,0.794
10498,12425,0.792
10614,12425,0.91
10654,12425,0.873
10655,12425,0.878
10780,12425,0.728
10971,12425,0.887
11139,12425,0.715
11154,12425,0.992
11525,12425,0.775
11746,12425,0.772
11813,12425,0.787
11887,12425,0.766
12010,12425,0.713
12160,12425,0.709
12161,12425,0.763
12187,12425,0.734
12342,12425,0.87
12343,12425,0.843
12344,12425,0.975
12345,12425,0.801
12361,12425,0.785
12377,12425,0.999
60,12426,0.889
76,12426,0.743
165,12426,0.768
220,12426,0.999
244,12426,0.731
272,12426,0.768
303,12426,0.748
391,12426,0.848
459,12426,0.788
530,12426,0.962
554,12426,0.735
913,12426,0.841
959,12426,0.908
1263,12426,0.934
1286,12426,0.822
1431,12426,0.776
1438,12426,0.766
1964,12426,0.862
2124,12426,0.727
2228,12426,0.86
2257,12426,0.732
2576,12426,0.861
3251,12426,0.747
3499,12426,0.777
4554,12426,0.91
4683,12426,0.915
4918,12426,0.723
5070,12426,0.968
5077,12426,0.961
5621,12426,0.986
5657,12426,0.991
5665,12426,0.997
5668,12426,0.901
5932,12426,0.998
5933,12426,0.997
5936,12426,0.887
6107,12426,0.813
6111,12426,0.998
6115,12426,0.79
6117,12426,0.817
6118,12426,0.898
6244,12426,0.724
6394,12426,0.761
6624,12426,0.996
6625,12426,0.787
6626,12426,0.997
7278,12426,0.975
7317,12426,0.971
7330,12426,0.751
7404,12426,0.72
7569,12426,0.811
7592,12426,0.772
7699,12426,0.77
7710,12426,0.737
7718,12426,0.763
7927,12426,0.889
7942,12426,0.83
8008,12426,0.888
8033,12426,0.979
8073,12426,0.751
8093,12426,0.839
8114,12426,0.959
8271,12426,0.732
8545,12426,0.829
8671,12426,0.883
8673,12426,0.725
8869,12426,0.996
9098,12426,0.993
9369,12426,0.76
9457,12426,0.787
9665,12426,0.972
9781,12426,0.943
9811,12426,0.733
10096,12426,0.754
10125,12426,0.819
10510,12426,0.899
10552,12426,0.983
10662,12426,0.708
10743,12426,0.998
10759,12426,0.998
10780,12426,0.864
11105,12426,0.769
11115,12426,0.716
11412,12426,0.955
11525,12426,0.963
11722,12426,0.979
11739,12426,0.924
11746,12426,0.996
11747,12426,0.777
11780,12426,0.991
11858,12426,0.995
12018,12426,0.82
12039,12426,0.808
12078,12426,0.999
12112,12426,0.788
12160,12426,0.772
12232,12426,0.901
12290,12426,0.901
12332,12426,0.902
12341,12426,0.903
12344,12426,0.708
12348,12426,0.9
12373,12426,0.9
12402,12426,0.81
12403,12426,0.768
220,12427,0.958
530,12427,0.873
714,12427,0.715
913,12427,0.709
959,12427,0.708
1286,12427,0.805
1438,12427,0.75
5070,12427,0.895
5077,12427,0.898
5621,12427,0.97
5657,12427,0.99
5665,12427,0.993
6107,12427,0.73
6624,12427,0.781
6626,12427,0.791
7317,12427,0.735
7330,12427,0.704
7724,12427,0.765
7927,12427,0.715
8008,12427,0.758
8033,12427,0.867
8650,12427,0.772
8671,12427,0.91
8673,12427,0.79
8869,12427,0.995
9098,12427,0.936
9781,12427,0.912
10125,12427,0.845
10510,12427,0.882
10743,12427,0.911
10759,12427,0.713
11858,12427,0.958
12078,12427,0.956
12402,12427,0.763
12426,12427,0.998
220,12428,0.962
530,12428,0.852
554,12428,0.734
1438,12428,0.747
1964,12428,0.724
2228,12428,0.832
5070,12428,0.972
5077,12428,0.974
5621,12428,0.983
5657,12428,0.972
5665,12428,0.971
5932,12428,0.753
7317,12428,0.725
7927,12428,0.738
8008,12428,0.741
8033,12428,0.771
8199,12428,0.705
8869,12428,0.96
9098,12428,0.936
9781,12428,0.905
10125,12428,0.741
10759,12428,0.755
11858,12428,0.911
12078,12428,0.958
12426,12428,0.995
12427,12428,0.997
2242,12429,0.796
2579,12429,0.709
3092,12429,0.805
3123,12429,0.736
3314,12429,0.777
3315,12429,0.754
3316,12429,0.753
3585,12429,0.747
3602,12429,0.874
3603,12429,0.76
3605,12429,0.859
3606,12429,0.747
3615,12429,0.987
3658,12429,0.969
3927,12429,0.999
3937,12429,0.772
3953,12429,0.999
3974,12429,0.969
3989,12429,0.969
5375,12429,0.712
5433,12429,0.7
6122,12429,0.806
6395,12429,0.745
6766,12429,0.999
6783,12429,0.807
7356,12429,0.755
7789,12429,0.731
7872,12429,0.866
8482,12429,0.869
8500,12429,0.891
8660,12429,0.964
9895,12429,0.811
12032,12429,0.876
697,12430,0.734
764,12430,0.759
881,12430,0.911
2242,12430,0.782
2364,12430,0.929
3085,12430,0.757
3087,12430,0.73
3092,12430,0.837
3123,12430,0.755
3298,12430,0.779
3314,12430,0.808
3315,12430,0.735
3316,12430,0.725
3586,12430,0.828
3587,12430,0.708
3590,12430,0.717
3602,12430,0.896
3603,12430,0.828
3605,12430,0.835
3606,12430,0.714
3615,12430,0.971
3782,12430,0.756
3927,12430,0.999
3937,12430,0.842
3953,12430,0.999
5433,12430,0.798
5904,12430,0.733
6395,12430,0.78
6480,12430,0.717
6495,12430,0.754
6501,12430,0.717
6766,12430,0.999
6783,12430,0.85
7356,12430,0.818
7789,12430,0.744
7872,12430,0.898
7873,12430,0.712
8482,12430,0.873
8500,12430,0.892
8660,12430,0.77
9895,12430,0.876
9950,12430,0.821
12032,12430,0.955
12091,12430,0.756
12429,12430,0.971
3093,12431,0.836
7788,12431,0.715
10757,12431,0.79
10995,12431,0.807
858,12432,0.744
902,12432,0.818
952,12432,0.805
957,12432,0.958
1045,12432,0.905
1173,12432,0.9
1174,12432,0.946
1188,12432,0.716
3029,12432,0.757
3154,12432,0.769
3270,12432,0.881
3271,12432,0.999
3785,12432,0.959
4037,12432,0.927
4129,12432,0.939
4736,12432,0.771
5190,12432,0.785
5521,12432,0.926
5925,12432,0.999
6001,12432,0.832
7198,12432,0.925
7716,12432,0.701
7731,12432,0.961
8199,12432,0.8
8256,12432,0.734
8499,12432,0.817
8884,12432,0.844
9009,12432,0.987
9659,12432,0.911
9773,12432,0.757
10143,12432,0.805
10158,12432,0.734
10328,12432,0.812
10759,12432,0.832
11293,12432,0.926
11402,12432,0.803
11434,12432,0.734
11672,12432,0.91
11674,12432,0.917
11984,12432,0.999
11985,12432,0.999
11987,12432,0.784
12010,12432,0.783
12160,12432,0.784
12344,12432,0.762
12409,12432,0.92
12422,12432,0.958
2887,12433,0.72
12150,12433,0.772
697,12434,0.892
818,12434,0.898
1086,12434,0.86
1564,12434,0.715
1874,12434,0.804
2441,12434,0.825
2579,12434,0.714
2753,12434,0.831
2928,12434,0.872
3092,12434,0.891
3240,12434,0.747
3273,12434,0.94
3276,12434,0.899
3309,12434,0.711
3314,12434,0.869
3581,12434,0.794
3776,12434,0.846
3848,12434,0.77
3880,12434,0.761
4539,12434,0.82
4659,12434,0.739
5498,12434,0.825
5528,12434,0.75
5531,12434,0.798
5668,12434,0.837
5846,12434,0.725
5875,12434,0.748
6115,12434,0.954
6117,12434,0.927
6172,12434,0.998
6182,12434,0.974
6476,12434,0.841
6486,12434,0.783
6839,12434,0.897
6926,12434,0.8
6939,12434,0.939
7072,12434,0.896
7315,12434,0.836
7547,12434,0.999
7631,12434,0.914
7643,12434,0.835
7649,12434,0.853
7759,12434,0.96
8219,12434,0.75
8589,12434,0.835
8590,12434,0.75
8770,12434,0.974
8786,12434,0.899
8868,12434,0.994
9185,12434,0.957
9656,12434,0.998
9666,12434,0.998
9673,12434,0.998
9755,12434,0.953
9763,12434,0.903
9781,12434,0.903
9783,12434,0.81
9791,12434,0.903
9833,12434,0.81
10212,12434,0.874
10282,12434,0.816
10328,12434,0.84
10390,12434,0.835
10490,12434,0.959
10573,12434,0.85
10745,12434,0.999
10780,12434,0.983
11097,12434,0.978
11157,12434,0.857
11278,12434,0.8
11442,12434,0.728
11630,12434,0.998
11633,12434,0.887
11787,12434,0.974
12098,12434,0.883
12109,12434,0.797
12115,12434,0.962
12271,12434,0.76
12418,12434,0.844
12423,12434,0.98
12424,12434,0.979
3,12435,0.785
360,12435,0.763
504,12435,0.874
790,12435,0.867
1822,12435,0.778
2441,12435,0.74
2846,12435,0.957
3320,12435,0.779
4037,12435,0.809
4683,12435,0.769
4970,12435,0.855
5954,12435,0.934
5955,12435,0.932
5956,12435,0.803
6115,12435,0.701
7068,12435,0.879
7070,12435,0.778
7418,12435,0.709
7628,12435,0.742
7734,12435,0.9
7744,12435,0.819
7774,12435,0.736
8603,12435,0.711
8767,12435,0.923
10668,12435,0.776
10780,12435,0.723
11000,12435,0.764
11670,12435,0.885
11714,12435,0.85
11861,12435,0.826
11995,12435,0.916
12160,12435,0.712
12235,12435,0.848
12295,12435,0.857
12425,12435,0.779
992,12436,0.72
1085,12436,0.757
1437,12436,0.732
1494,12436,0.981
1975,12436,0.76
2022,12436,0.917
2117,12436,0.922
2137,12436,0.916
2559,12436,0.921
2988,12436,0.933
2992,12436,0.908
3970,12436,0.815
4361,12436,0.909
4372,12436,0.847
4888,12436,0.787
4996,12436,0.958
4997,12436,0.808
5000,12436,0.913
5004,12436,0.965
5211,12436,0.988
5660,12436,0.925
6143,12436,0.916
6556,12436,0.73
7079,12436,0.905
7307,12436,0.941
7396,12436,0.81
7824,12436,0.98
7845,12436,0.916
7880,12436,0.85
8154,12436,0.923
8584,12436,0.752
8910,12436,0.874
9383,12436,0.997
9533,12436,0.853
10271,12436,0.9
10295,12436,0.871
10559,12436,0.79
11061,12436,0.991
11062,12436,0.964
11841,12436,0.941
11929,12436,0.973
11934,12436,0.747
12073,12436,0.827
12219,12436,0.904
365,12437,0.942
366,12437,0.766
367,12437,0.753
1437,12437,0.999
4887,12437,0.769
4996,12437,0.77
5242,12437,0.733
5243,12437,0.975
5248,12437,0.959
8890,12437,0.907
11061,12437,0.894
12436,12437,0.999
365,12438,0.736
366,12438,0.751
1437,12438,0.999
1494,12438,0.712
2172,12438,0.743
3970,12438,0.845
4358,12438,0.916
4887,12438,0.96
4996,12438,0.787
5000,12438,0.943
5243,12438,0.994
5248,12438,0.96
5660,12438,0.718
7841,12438,0.911
8890,12438,0.907
8910,12438,0.932
11061,12438,0.867
12218,12438,0.908
12436,12438,0.999
12437,12438,0.97
753,12439,0.895
945,12439,0.791
1474,12439,0.711
1563,12439,0.938
2689,12439,0.989
4471,12439,0.973
5637,12439,0.765
5826,12439,0.833
6130,12439,0.835
6169,12439,0.873
6262,12439,0.806
6320,12439,0.765
6340,12439,0.765
6394,12439,0.998
6429,12439,0.76
6432,12439,0.829
7094,12439,0.842
7164,12439,0.911
7189,12439,0.846
8005,12439,0.89
8789,12439,0.719
9976,12439,0.999
12075,12439,0.907
539,12440,0.721
2162,12440,0.79
2291,12440,0.708
4302,12440,0.811
4539,12440,0.707
4776,12440,0.742
6361,12440,0.745
6694,12440,0.705
8079,12440,0.775
8413,12440,0.703
9944,12440,0.74
10744,12440,0.868
10796,12440,0.789
10866,12440,0.706
10874,12440,0.749
10880,12440,0.891
1598,12441,0.888
3104,12441,0.872
3311,12441,0.722
4358,12441,0.707
4952,12441,0.855
6263,12441,0.905
96,12442,0.87
372,12442,0.967
2968,12442,0.875
6473,12442,0.999
10663,12442,0.785
10664,12442,0.835
1299,12443,0.728
1473,12443,0.72
1796,12443,0.781
2235,12443,0.779
2438,12443,0.727
2711,12443,0.807
2770,12443,0.99
3391,12443,0.855
3552,12443,0.771
5383,12443,0.796
5484,12443,0.902
5518,12443,0.845
5727,12443,0.702
6075,12443,0.827
6131,12443,0.74
6793,12443,0.918
7408,12443,0.743
7788,12443,0.853
7935,12443,0.718
7962,12443,0.897
8617,12443,0.992
9029,12443,0.718
9085,12443,0.747
9108,12443,0.747
9656,12443,0.963
9666,12443,0.963
9673,12443,0.963
9781,12443,0.95
10244,12443,0.754
10717,12443,0.773
11052,12443,0.769
11053,12443,0.806
11110,12443,0.798
11326,12443,0.712
11808,12443,0.934
11929,12443,0.939
11934,12443,0.735
12204,12443,0.892
12205,12443,0.741
12208,12443,0.74
12209,12443,0.782
1627,12444,0.805
1799,12444,0.865
2188,12444,0.81
3211,12444,0.711
3868,12444,0.92
5373,12444,0.777
6124,12444,0.817
9540,12444,0.805
10149,12444,0.785
10967,12444,0.852
11608,12444,0.888
12160,12444,0.859
2188,12445,0.701
3868,12445,0.853
10967,12445,0.875
6666,12446,0.726
6684,12446,0.7
7862,12446,0.71
8715,12446,0.885
407,12447,0.81
1563,12447,0.962
2481,12447,0.755
2764,12447,0.945
3087,12447,0.812
3125,12447,0.782
3197,12447,0.991
3362,12447,0.988
3447,12447,0.847
3458,12447,0.806
3582,12447,0.72
3586,12447,0.852
3607,12447,0.721
3623,12447,0.744
3706,12447,0.738
4037,12447,0.999
4610,12447,0.737
5872,12447,0.762
5890,12447,0.934
6069,12447,0.739
6078,12447,0.748
6123,12447,0.797
6130,12447,0.755
6140,12447,0.75
6170,12447,0.837
6172,12447,0.738
6393,12447,0.989
6394,12447,0.989
6397,12447,0.916
6408,12447,0.864
6413,12447,0.875
6429,12447,0.787
6573,12447,0.804
6588,12447,0.783
6589,12447,0.826
6590,12447,0.999
6591,12447,0.806
6592,12447,0.834
6593,12447,0.976
6594,12447,0.756
6596,12447,0.739
6600,12447,0.704
6601,12447,0.999
6603,12447,0.986
6604,12447,0.862
6606,12447,0.999
6607,12447,0.798
6609,12447,0.995
6610,12447,0.785
6611,12447,0.757
6612,12447,0.936
6614,12447,0.758
6617,12447,0.846
6766,12447,0.76
6793,12447,0.803
7070,12447,0.868
7418,12447,0.741
7624,12447,0.949
7795,12447,0.996
8005,12447,0.999
8123,12447,0.719
8600,12447,0.828
8660,12447,0.88
8684,12447,0.718
8690,12447,0.803
8739,12447,0.881
8740,12447,0.998
8741,12447,0.999
8769,12447,0.995
8774,12447,0.885
10328,12447,0.903
11047,12447,0.751
11094,12447,0.853
11098,12447,0.829
11315,12447,0.813
11777,12447,0.922
11790,12447,0.964
11808,12447,0.733
12058,12447,0.787
12075,12447,0.826
12094,12447,0.736
12096,12447,0.959
12109,12447,0.74
12116,12447,0.719
12183,12447,0.79
12195,12447,0.808
12201,12447,0.733
12232,12447,0.889
12341,12447,0.832
12348,12447,0.732
12373,12447,0.957
12424,12447,0.829
1469,12448,0.703
3577,12448,0.773
4241,12448,0.787
4719,12448,0.759
8783,12448,0.752
11763,12448,0.799
12440,12448,0.832
84,12449,0.881
881,12449,0.724
1047,12449,0.997
1538,12449,0.802
1720,12449,0.725
1822,12449,0.877
2146,12449,0.772
2419,12449,0.884
3057,12449,0.898
3087,12449,0.711
3250,12449,0.718
3362,12449,0.871
3375,12449,0.966
3380,12449,0.98
3382,12449,0.911
3383,12449,0.999
3384,12449,0.915
3385,12449,0.978
3387,12449,0.705
3389,12449,0.713
3436,12449,0.806
3502,12449,0.743
3582,12449,0.866
3583,12449,0.878
3607,12449,0.863
3706,12449,0.72
3880,12449,0.802
4037,12449,0.998
5277,12449,0.999
5278,12449,0.998
5280,12449,0.996
5281,12449,0.998
5346,12449,0.753
5375,12449,0.755
5433,12449,0.903
6172,12449,0.769
6421,12449,0.746
6422,12449,0.783
6495,12449,0.716
6501,12449,0.962
6573,12449,0.74
6588,12449,0.706
6589,12449,0.853
6590,12449,0.999
6591,12449,0.728
6592,12449,0.743
6593,12449,0.755
6594,12449,0.711
6596,12449,0.743
6601,12449,0.986
6603,12449,0.834
6606,12449,0.998
6607,12449,0.743
6609,12449,0.739
6610,12449,0.705
6611,12449,0.719
6766,12449,0.848
6793,12449,0.738
7070,12449,0.84
7418,12449,0.805
7420,12449,0.844
7431,12449,0.729
7624,12449,0.86
7819,12449,0.811
7828,12449,0.7
8005,12449,0.817
8248,12449,0.997
8286,12449,0.851
8594,12449,0.918
8632,12449,0.932
8633,12449,0.851
8739,12449,0.934
8769,12449,0.798
9056,12449,0.773
10328,12449,0.738
11156,12449,0.806
11157,12449,0.774
11158,12449,0.999
11159,12449,0.785
11461,12449,0.759
11777,12449,0.765
11790,12449,0.807
11919,12449,0.712
12032,12449,0.757
12053,12449,0.746
12074,12449,0.912
12075,12449,0.771
12131,12449,0.92
12133,12449,0.789
12423,12449,0.857
12447,12449,0.966
84,12450,0.85
452,12450,0.992
729,12450,0.72
1411,12450,0.715
1671,12450,0.789
1702,12450,0.801
2687,12450,0.906
3308,12450,0.715
4071,12450,0.848
4106,12450,0.813
4686,12450,0.884
4803,12450,0.848
5857,12450,0.863
6150,12450,0.85
6643,12450,0.868
7283,12450,0.923
7673,12450,0.84
7704,12450,0.893
8138,12450,0.932
8456,12450,0.862
9192,12450,0.856
9689,12450,0.846
10149,12450,0.852
10231,12450,0.888
10349,12450,0.85
10626,12450,0.888
10687,12450,0.796
11023,12450,0.899
11962,12450,0.818
12417,12450,0.901
13,12451,0.894
73,12451,0.754
202,12451,0.993
203,12451,0.981
204,12451,0.998
205,12451,0.995
206,12451,0.996
207,12451,0.999
223,12451,0.997
258,12451,0.873
270,12451,0.952
287,12451,0.817
535,12451,0.941
623,12451,0.966
760,12451,0.888
768,12451,0.883
806,12451,0.924
829,12451,0.922
1096,12451,0.794
1680,12451,0.987
1992,12451,0.836
2141,12451,0.875
2359,12451,0.991
2963,12451,0.743
3240,12451,0.996
3310,12451,0.784
3320,12451,0.974
3609,12451,0.864
3800,12451,0.973
3910,12451,0.873
3955,12451,0.74
4023,12451,0.752
4103,12451,0.802
4395,12451,0.979
4981,12451,0.834
5015,12451,0.94
5167,12451,0.886
5210,12451,0.868
5467,12451,0.787
5531,12451,0.995
5668,12451,0.849
5874,12451,0.879
5875,12451,0.999
5887,12451,0.912
6348,12451,0.98
6618,12451,0.835
6690,12451,0.984
6839,12451,0.831
7005,12451,0.715
7032,12451,0.759
7047,12451,0.717
7051,12451,0.861
7055,12451,0.979
7586,12451,0.84
7645,12451,0.803
7685,12451,0.999
8015,12451,0.752
8109,12451,0.761
8257,12451,0.784
8399,12451,0.949
8454,12451,0.919
8651,12451,0.991
8712,12451,0.746
8758,12451,0.866
9144,12451,0.96
9809,12451,0.937
9879,12451,0.769
10234,12451,0.978
10284,12451,0.83
10518,12451,0.772
10545,12451,0.961
10573,12451,0.75
10646,12451,0.727
10648,12451,0.898
10649,12451,0.929
10780,12451,0.954
11328,12451,0.922
11369,12451,0.924
11615,12451,0.978
11724,12451,0.755
11808,12451,0.987
12009,12451,0.976
12109,12451,0.822
12115,12451,0.949
12418,12451,0.949
12419,12451,0.959
12424,12451,0.761
12434,12451,0.719
3436,12452,0.806
7795,12452,0.844
12013,12452,0.922
202,12453,0.713
204,12453,0.727
205,12453,0.744
206,12453,0.822
207,12453,0.92
223,12453,0.715
270,12453,0.718
535,12453,0.703
760,12453,0.845
768,12453,0.842
2141,12453,0.861
2359,12453,0.916
3240,12453,0.978
3800,12453,0.724
5531,12453,0.992
5874,12453,0.72
5875,12453,0.973
5887,12453,0.799
6348,12453,0.795
6690,12453,0.795
7055,12453,0.805
7685,12453,0.999
8015,12453,0.714
8651,12453,0.9
9144,12453,0.958
10545,12453,0.924
11328,12453,0.935
11369,12453,0.765
12418,12453,0.855
12451,12453,0.999
486,12454,0.725
559,12454,0.705
3077,12454,0.762
3113,12454,0.869
3121,12454,0.875
3132,12454,0.999
3138,12454,0.997
3139,12454,0.984
3140,12454,0.987
3143,12454,0.993
3144,12454,0.932
3145,12454,0.902
4394,12454,0.719
4949,12454,0.8
6608,12454,0.754
7089,12454,0.808
10935,12454,0.731
10963,12454,0.766
10968,12454,0.729
27,12455,0.999
928,12455,0.879
2017,12455,0.774
2693,12455,0.999
2799,12455,0.999
3183,12455,0.971
3234,12455,0.998
4133,12455,0.896
5562,12455,0.728
5765,12455,0.851
6619,12455,0.999
10606,12455,0.986
10932,12455,0.997
10933,12455,0.996
11835,12455,0.826
11836,12455,0.866
11837,12455,0.817
11838,12455,0.91
1076,12456,0.974
3710,12456,0.775
3713,12456,0.788
3853,12456,0.967
4026,12456,0.935
4949,12456,0.839
5695,12456,0.773
7089,12456,0.871
10762,12456,0.733
10858,12456,0.721
11884,12456,0.715
12454,12456,0.815
5040,12457,0.918
5531,12457,0.966
7055,12457,0.877
7056,12457,0.716
7219,12457,0.851
8758,12457,0.864
8762,12457,0.776
11389,12457,0.746
11754,12457,0.776
11919,12457,0.904
11281,12458,0.756
277,12459,0.987
314,12459,0.828
360,12459,0.709
475,12459,0.719
1060,12459,0.992
1145,12459,0.883
3320,12459,0.794
3994,12459,0.848
6115,12459,0.792
6117,12459,0.817
7716,12459,0.766
7906,12459,0.909
8776,12459,0.992
8956,12459,0.749
9384,12459,0.714
10653,12459,0.708
11526,12459,0.749
12160,12459,0.753
2110,12460,0.934
2918,12460,0.73
3715,12460,0.963
