source,target,combined_score_scaled
932,1174,0.808
1173,1174,0.954
492,1177,0.877
668,1177,0.976
1078,1177,0.994
796,1178,0.77
44,1179,0.791
536,1180,0.998
32,1181,0.728
293,1181,0.723
1039,1181,0.721
1179,1181,0.712
32,1182,0.728
293,1182,0.723
1039,1182,0.721
1179,1182,0.712
1181,1182,0.817
915,1200,0.907
655,1201,0.718
889,1201,0.944
932,1201,0.912
232,1205,0.992
233,1205,0.998
615,1205,0.999
731,1205,0.999
597,1206,0.775
598,1206,0.83
875,1207,0.752
556,1211,0.756
137,1213,0.808
357,1213,0.866
1050,1214,0.866
468,1215,0.962
469,1215,0.971
470,1215,0.962
549,1215,0.813
624,1215,0.768
252,1218,0.87
465,1219,0.773
531,1219,0.878
633,1219,0.939
858,1219,0.841
939,1219,0.903
612,1220,0.736
57,1221,0.741
431,1221,0.77
1092,1221,0.725
985,1222,0.971
332,1223,0.93
393,1223,0.827
573,1223,0.862
715,1223,0.8
832,1223,0.766
833,1223,0.77
153,1224,0.841
340,1224,0.729
758,1224,0.765
923,1224,0.733
1013,1224,0.761
1099,1224,0.736
605,1225,0.885
268,1229,0.931
961,1230,0.855
48,1231,0.774
613,1233,0.833
218,1234,0.77
53,1236,0.708
552,1242,0.999
695,1242,0.997
1008,1242,0.717
1045,1242,0.982
457,1243,0.723
268,1244,0.901
738,1244,0.819
1229,1244,0.908
6,1248,0.999
69,1248,0.998
325,1248,0.862
341,1248,0.998
497,1250,0.929
751,1250,0.718
844,1250,0.756
1026,1250,0.954
1053,1250,0.808
1143,1250,0.747
1168,1251,0.754
505,1253,0.912
359,1254,0.713
856,1254,0.775
1229,1256,0.91
332,1257,0.977
568,1257,0.952
915,1257,0.867
892,1259,0.92
1091,1259,0.921
226,1260,0.88
385,1260,0.975
651,1260,0.856
682,1260,0.788
686,1260,0.793
696,1260,0.857
702,1260,0.724
772,1260,0.977
969,1260,0.893
1023,1260,0.835
1060,1260,0.767
1078,1260,0.908
861,1261,0.719
34,1263,0.711
165,1263,0.726
384,1263,0.82
913,1263,0.746
393,1264,0.737
715,1264,0.719
921,1264,0.714
946,1264,0.763
33,1266,0.828
411,1267,0.706
804,1267,0.76
1240,1269,0.728
184,1270,0.851
663,1270,0.901
1235,1272,0.905
549,1273,0.904
850,1273,0.789
363,1278,0.987
403,1278,0.903
922,1278,0.797
962,1278,0.979
486,1279,0.948
1229,1284,0.905
1256,1284,0.933
246,1285,0.836
631,1285,0.839
818,1285,0.774
339,1286,0.758
459,1286,0.824
530,1286,0.767
769,1286,0.841
916,1286,0.892
959,1286,0.751
940,1287,0.946
89,1290,0.892
247,1290,0.915
261,1290,0.984
651,1290,0.706
727,1290,0.753
791,1290,0.726
901,1290,0.999
927,1290,0.911
1027,1290,0.901
1036,1290,0.934
1045,1290,0.845
1177,1290,0.723
705,1291,0.999
877,1291,0.773
243,1292,0.999
343,1292,0.994
345,1292,0.934
421,1292,0.797
568,1292,0.726
603,1292,0.999
861,1292,0.989
1097,1292,0.74
212,1293,0.704
285,1293,0.896
288,1293,0.959
317,1293,0.828
337,1293,0.829
353,1293,0.923
363,1293,0.999
381,1293,0.989
397,1293,0.843
403,1293,0.972
513,1293,0.752
561,1293,0.705
571,1293,0.704
592,1293,0.781
594,1293,0.871
641,1293,0.899
663,1293,0.837
720,1293,0.96
797,1293,0.863
897,1293,0.974
898,1293,0.767
903,1293,0.868
922,1293,0.813
925,1293,0.874
962,1293,0.998
1009,1293,0.898
1010,1293,0.995
226,1294,0.817
437,1294,0.792
492,1294,0.712
651,1294,0.981
668,1294,0.905
702,1294,0.85
969,1294,0.866
1060,1294,0.743
1078,1294,0.814
279,1296,0.793
283,1296,0.944
302,1296,0.733
305,1296,0.999
516,1296,0.819
518,1296,0.999
599,1296,0.818
674,1296,0.743
793,1296,0.997
831,1296,0.756
873,1296,0.772
1057,1296,0.833
1294,1296,0.825
434,1299,0.908
631,1299,0.925
723,1299,0.808
564,1300,0.915
565,1300,0.918
760,1300,0.76
768,1300,0.745
599,1301,0.702
243,1302,0.998
343,1302,0.996
421,1302,0.746
568,1302,0.8
603,1302,0.999
861,1302,0.979
1292,1302,0.964
263,1303,0.794
468,1304,0.962
469,1304,0.963
470,1304,0.971
624,1304,0.723
1295,1306,0.726
1209,1308,0.946
251,1309,0.72
1295,1309,0.844
1306,1309,0.915
1236,1310,0.945
349,1312,0.766
629,1312,0.838
794,1312,0.836
963,1312,0.906
964,1312,0.704
1295,1313,0.812
1306,1313,0.939
1309,1313,0.915
1295,1315,0.717
1309,1315,0.98
1313,1315,0.877
987,1316,0.801
1306,1318,0.93
1309,1318,0.918
1313,1318,0.925
4,1319,0.72
497,1319,0.948
751,1319,0.921
844,1319,0.79
884,1319,0.914
1026,1319,0.971
1053,1319,0.719
1143,1319,0.912
1295,1320,0.912
1306,1320,0.788
1309,1320,0.749
1313,1320,0.772
1318,1320,0.775
180,1321,0.86
279,1322,0.795
302,1322,0.724
516,1322,0.792
804,1322,0.777
831,1322,0.959
942,1322,0.706
1057,1322,0.813
1213,1322,0.784
1244,1324,0.709
1295,1324,0.762
1306,1324,0.948
1309,1324,0.962
1313,1324,0.994
1315,1324,0.891
1318,1324,0.923
1320,1324,0.745
657,1325,0.907
569,1326,0.977
1295,1329,0.712
1306,1329,0.919
1309,1329,0.774
1313,1329,0.843
1318,1329,0.777
1320,1329,0.784
1324,1329,0.785
1295,1331,0.767
1306,1331,0.918
1309,1331,0.998
1313,1331,0.92
1315,1331,0.919
1318,1331,0.924
1320,1331,0.744
1324,1331,0.91
1329,1331,0.843
26,1332,0.705
470,1332,0.868
1046,1332,0.823
828,1333,0.835
1295,1334,0.959
1306,1334,0.777
1309,1334,0.743
1313,1334,0.781
1318,1334,0.765
1320,1334,0.908
1324,1334,0.756
1329,1334,0.778
1331,1334,0.769
34,1335,0.73
54,1335,0.706
1295,1336,0.941
1306,1336,0.792
1309,1336,0.744
1313,1336,0.777
1318,1336,0.777
1320,1336,0.847
1324,1336,0.749
1329,1336,0.829
1331,1336,0.752
1334,1336,0.847
694,1337,0.999
893,1337,0.958
997,1337,0.772
1030,1337,0.763
1092,1337,0.914
359,1339,0.716
1254,1339,0.711
1295,1340,0.926
1320,1340,0.739
1334,1340,0.813
1336,1340,0.732
85,1341,0.821
441,1341,0.997
531,1341,0.77
4,1344,0.916
18,1344,0.87
479,1344,0.706
531,1344,0.993
680,1344,0.707
683,1344,0.747
787,1344,0.746
876,1344,0.9
879,1344,0.968
957,1344,0.718
1086,1344,0.979
1219,1344,0.701
1147,1346,0.722
1072,1348,0.994
1159,1348,0.828
315,1355,0.72
508,1355,0.999
842,1355,0.999
866,1355,0.775
1,1358,0.773
129,1358,0.726
385,1358,0.952
772,1358,0.839
1114,1358,0.734
1260,1358,0.725
1007,1359,0.747
358,1365,0.847
638,1365,0.825
703,1365,0.725
430,1368,0.845
728,1369,0.871
184,1371,0.712
924,1371,0.741
1371,1374,0.754
1375,1377,0.994
1376,1377,0.994
878,1380,0.811
1378,1382,0.794
912,1385,0.899
75,1388,0.89
117,1388,0.807
141,1388,0.855
147,1388,0.829
149,1388,0.916
313,1388,0.786
400,1388,0.786
956,1388,0.812
1159,1388,0.829
1160,1388,0.947
497,1390,0.935
738,1390,0.716
751,1390,0.775
844,1390,0.718
884,1390,0.933
1026,1390,0.94
1053,1390,0.827
1143,1390,0.958
1250,1390,0.749
190,1391,0.768
252,1391,0.813
1225,1391,0.718
1337,1391,0.722
818,1392,0.91
2,1393,0.922
139,1393,0.951
844,1393,0.716
486,1394,0.916
1160,1394,0.9
615,1395,0.712
332,1397,0.912
685,1397,0.784
603,1399,0.897
1292,1399,0.996
1302,1399,0.995
769,1401,0.94
916,1401,0.817
952,1405,0.786
957,1405,0.827
720,1407,0.829
1337,1411,0.806
1410,1411,0.853
141,1413,0.781
644,1413,0.946
872,1413,0.958
1159,1413,0.992
1160,1413,0.939
1252,1413,0.726
464,1415,0.786
468,1415,0.714
470,1415,0.763
1215,1415,0.712
1304,1415,0.702
261,1416,0.793
1200,1417,0.738
1095,1418,0.789
261,1419,0.981
96,1420,0.754
733,1420,0.999
652,1421,0.822
1094,1421,0.837
279,1424,0.833
377,1424,0.809
674,1424,0.779
804,1424,0.967
1322,1424,0.77
305,1426,0.977
518,1426,0.996
793,1426,0.98
1296,1426,0.999
431,1428,0.791
1398,1428,0.996
698,1432,0.709
516,1433,0.741
1428,1438,0.866
1431,1438,0.864
702,1439,0.754
1029,1439,0.778
1060,1439,0.744
612,1442,0.921
1411,1442,0.806
359,1443,0.768
591,1443,0.763
805,1443,0.833
157,1445,0.914
339,1445,0.936
369,1445,0.902
743,1445,0.943
902,1445,0.825
952,1445,0.856
957,1445,0.899
1092,1445,0.738
229,1447,0.93
523,1447,0.936
585,1447,0.949
1092,1447,0.755
549,1448,0.994
850,1448,0.966
1017,1448,0.781
1209,1451,0.771
1308,1451,0.849
1114,1452,0.818
593,1454,0.811
1299,1457,0.932
1411,1458,0.783
277,1459,0.999
284,1459,0.947
289,1459,0.865
314,1459,0.832
360,1459,0.926
369,1459,0.997
417,1459,0.709
1023,1459,0.727
818,1461,0.725
972,1463,0.858
277,1464,0.994
284,1464,0.956
360,1464,0.776
369,1464,0.837
417,1464,0.705
437,1464,0.725
969,1464,0.732
1023,1464,0.874
1459,1464,0.993
460,1466,0.794
461,1466,0.852
460,1467,0.769
461,1467,0.845
1466,1467,0.995
605,1468,0.809
320,1469,0.909
883,1471,0.801
950,1471,0.979
753,1474,0.935
342,1477,0.915
644,1477,0.902
872,1477,0.958
1159,1477,0.9
1413,1477,0.869
342,1478,0.868
644,1478,0.873
815,1478,0.815
872,1478,0.916
1159,1478,0.915
1413,1478,0.818
1477,1478,0.95
141,1479,0.925
147,1479,0.899
149,1479,0.862
486,1479,0.946
498,1479,0.81
928,1479,0.8
1160,1479,0.979
1388,1479,0.771
743,1481,0.888
332,1482,0.752
568,1482,0.761
715,1482,0.859
808,1482,0.706
1223,1482,0.817
6,1486,0.759
69,1486,0.765
341,1486,0.995
1248,1486,0.74
259,1487,0.728
674,1487,0.736
873,1487,0.815
942,1487,0.792
1437,1494,0.999
552,1495,0.998
695,1495,0.999
788,1495,0.776
1045,1495,0.76
1242,1495,0.997
35,1496,0.856
460,1496,0.723
461,1496,0.723
4,1497,0.922
940,1497,0.917
1287,1497,0.915
35,1499,0.856
460,1499,0.72
461,1499,0.72
1431,1499,0.949
1496,1499,0.983
1369,1501,0.973
326,1502,0.829
546,1502,0.878
705,1503,0.862
877,1503,0.774
1022,1503,0.787
1291,1503,0.717
319,1504,0.832
134,1505,0.9
141,1509,0.759
259,1509,0.929
302,1509,0.912
377,1509,0.818
498,1509,0.997
516,1509,0.721
586,1509,0.872
599,1509,0.962
674,1509,0.925
804,1509,0.797
831,1509,0.968
873,1509,0.896
942,1509,0.999
1013,1509,0.941
1057,1509,0.773
1084,1509,0.842
1125,1509,0.751
1160,1509,0.899
1322,1509,0.756
1424,1509,0.894
1479,1509,0.846
62,1515,0.812
340,1516,0.923
685,1516,0.988
758,1516,0.986
909,1516,0.844
923,1516,0.792
1099,1516,0.926
1224,1516,0.759
1417,1516,0.916
153,1517,0.996
340,1517,0.908
758,1517,0.964
923,1517,0.849
1099,1517,0.914
1224,1517,0.821
1516,1517,0.965
340,1518,0.908
685,1518,0.752
758,1518,0.976
885,1518,0.789
909,1518,0.755
923,1518,0.803
1099,1518,0.91
1224,1518,0.775
1417,1518,0.935
1516,1518,0.999
1517,1518,0.921
189,1519,0.763
589,1519,0.984
1514,1519,0.978
189,1520,0.75
589,1520,0.98
1514,1520,0.849
1519,1520,0.893
66,1521,0.997
1117,1521,0.777
153,1525,0.756
340,1525,0.902
758,1525,0.917
923,1525,0.992
1099,1525,0.903
1224,1525,0.731
1298,1525,0.783
1516,1525,0.954
1517,1525,0.91
1518,1525,0.91
96,1526,0.907
698,1528,0.898
818,1528,0.838
257,1530,0.9
721,1530,0.931
1100,1530,0.772
1332,1531,0.922
760,1534,0.808
768,1534,0.809
1532,1534,0.754
410,1535,0.912
435,1535,0.714
316,1537,0.765
283,1541,0.824
305,1541,0.999
518,1541,0.997
674,1541,0.712
793,1541,0.912
1057,1541,0.723
1296,1541,0.999
1426,1541,0.999
258,1544,0.722
342,1545,0.984
644,1545,0.879
815,1545,0.752
872,1545,0.973
1159,1545,0.867
1477,1545,0.886
1478,1545,0.924
420,1549,0.97
924,1556,0.895
394,1558,0.844
594,1558,0.773
962,1558,0.739
1442,1559,0.71
1556,1560,0.861
1529,1561,0.992
1536,1562,0.999
449,1563,0.81
753,1563,0.887
1474,1563,0.872
461,1569,0.717
480,1571,0.999
1023,1571,0.987
631,1572,0.943
1299,1572,0.905
910,1573,0.729
1570,1573,0.792
1222,1579,0.943
333,1584,0.893
797,1584,0.833
910,1584,0.831
959,1584,0.768
1573,1584,0.846
1485,1585,0.711
1529,1586,0.981
1561,1586,0.774
655,1590,0.746
1002,1590,0.957
603,1591,0.739
1587,1591,0.911
1587,1595,0.769
1591,1595,0.997
850,1596,0.956
502,1600,0.999
987,1600,0.957
1102,1600,0.927
1601,1602,0.789
246,1605,0.901
631,1605,0.917
1285,1605,0.758
1572,1605,0.701
165,1606,0.943
384,1606,0.872
534,1606,0.809
877,1606,0.768
913,1606,0.725
945,1606,0.919
1086,1606,0.925
1263,1606,0.988
850,1608,0.77
1224,1609,0.794
1516,1609,0.958
1517,1609,0.932
1518,1609,0.961
1525,1609,0.742
1224,1612,0.802
1417,1612,0.791
1516,1612,0.942
1517,1612,0.785
1518,1612,0.96
1609,1612,0.985
640,1614,0.745
978,1614,0.738
94,1619,0.92
97,1619,0.844
153,1619,0.707
287,1619,0.91
538,1619,0.882
685,1619,0.735
758,1619,0.825
986,1619,0.781
1224,1619,0.818
1417,1619,0.83
1516,1619,0.988
1517,1619,0.934
1518,1619,0.958
1609,1619,0.999
1612,1619,0.999
268,1623,0.863
1231,1623,0.86
508,1624,0.971
770,1624,0.891
842,1624,0.884
1355,1624,0.988
1395,1624,0.832
1344,1625,0.835
782,1626,0.763
6,1627,0.8
69,1627,0.8
325,1627,0.8
502,1627,0.918
651,1627,0.968
668,1627,0.9
850,1627,0.865
919,1627,0.916
1036,1627,0.926
1045,1627,0.831
1113,1627,0.808
1141,1627,0.948
1248,1627,0.8
1391,1627,0.81
59,1630,0.937
443,1630,0.941
474,1630,0.914
408,1636,0.918
66,1637,0.909
1521,1637,0.954
1189,1639,0.77
1190,1639,0.77
1191,1639,0.77
987,1640,0.883
1316,1640,0.796
306,1642,0.749
25,1643,0.981
665,1643,0.968
269,1644,0.91
476,1644,0.913
488,1644,0.9
489,1644,0.906
1091,1644,0.907
139,1645,0.933
673,1645,0.826
840,1645,0.814
1393,1645,0.901
342,1647,0.905
644,1647,0.9
872,1647,0.974
1159,1647,0.947
1413,1647,0.863
1477,1647,0.935
1478,1647,0.937
1545,1647,0.897
318,1648,0.702
389,1648,0.818
1007,1648,0.869
229,1649,0.765
404,1649,0.703
902,1649,0.781
952,1649,0.829
1114,1649,0.935
566,1650,0.852
1641,1650,0.904
1163,1651,0.921
1412,1652,0.727
828,1654,0.928
234,1656,0.908
612,1656,0.806
614,1656,0.795
613,1657,0.753
983,1657,0.848
1233,1657,0.856
940,1658,0.914
1287,1658,0.945
1497,1658,0.922
471,1659,0.917
472,1659,0.959
900,1659,0.922
1065,1659,0.913
1067,1659,0.91
1069,1659,0.956
1342,1659,0.923
446,1660,0.96
635,1660,0.929
726,1660,0.771
822,1660,0.866
848,1660,0.888
1503,1661,0.89
449,1662,0.726
629,1664,0.736
958,1664,0.897
352,1665,0.96
1018,1665,0.701
1141,1665,0.997
1445,1665,0.834
1627,1665,0.86
446,1666,0.999
635,1666,0.802
726,1666,0.768
822,1666,0.787
848,1666,0.942
1526,1666,0.765
1660,1666,0.997
452,1669,0.724
812,1669,0.983
840,1669,0.936
452,1671,0.795
729,1671,0.798
635,1672,0.707
848,1672,0.836
220,1673,0.907
446,1673,0.899
635,1673,0.917
726,1673,0.931
738,1673,0.909
822,1673,0.87
848,1673,0.883
1660,1673,0.998
1666,1673,0.998
82,1674,0.802
446,1674,0.822
635,1674,0.958
726,1674,0.716
822,1674,0.766
848,1674,0.928
1063,1674,0.771
1220,1674,0.714
1660,1674,0.927
1666,1674,0.921
1673,1674,0.864
10,1675,0.779
324,1675,0.727
446,1675,0.733
458,1675,0.804
635,1675,0.999
726,1675,0.863
822,1675,0.806
848,1675,0.98
1660,1675,0.947
1666,1675,0.946
1673,1675,0.956
1674,1675,0.825
1355,1676,0.996
1556,1676,0.775
1309,1678,0.784
1315,1678,0.758
1331,1678,0.702
446,1679,0.778
635,1679,0.905
726,1679,0.725
822,1679,0.743
848,1679,0.87
1660,1679,0.845
1666,1679,0.908
1673,1679,0.848
1674,1679,0.872
1675,1679,0.835
206,1680,0.916
207,1680,0.943
892,1681,0.772
1091,1681,0.755
1236,1681,0.71
848,1682,0.998
1660,1682,0.824
1675,1682,0.833
271,1683,0.962
1055,1683,0.716
1675,1683,0.79
159,1684,0.84
1209,1688,0.896
1308,1688,0.975
245,1690,0.749
683,1691,0.912
830,1692,0.999
283,1695,0.73
403,1695,0.722
1036,1695,0.718
667,1698,0.842
1254,1698,0.719
803,1699,0.746
820,1700,0.939
1105,1701,0.791
218,1702,0.704
452,1702,0.838
729,1702,0.832
1160,1702,0.791
1671,1702,0.782
510,1704,0.86
306,1708,0.743
1645,1708,0.903
189,1709,0.999
589,1709,0.838
1519,1709,0.782
41,1710,0.737
860,1710,0.843
861,1710,0.939
1261,1710,0.821
969,1711,0.701
118,1712,0.718
352,1716,0.979
681,1716,0.995
1218,1717,0.986
326,1719,0.92
546,1719,0.852
95,1724,0.983
524,1724,0.902
850,1724,0.905
1045,1724,0.935
1121,1724,0.921
1566,1725,0.723
342,1727,0.888
644,1727,0.949
815,1727,0.715
872,1727,0.969
1159,1727,0.993
1413,1727,0.933
1477,1727,0.976
1478,1727,0.987
1545,1727,0.859
1647,1727,0.928
1689,1729,0.989
862,1731,0.803
24,1732,0.702
130,1732,0.793
743,1734,0.9
1445,1734,0.9
165,1735,0.999
1519,1736,0.788
1677,1736,0.816
510,1737,0.713
524,1737,0.984
595,1737,0.946
845,1737,0.795
850,1737,0.999
887,1737,0.9
1045,1737,0.925
1724,1737,0.9
7,1738,0.74
884,1738,0.75
7,1740,0.741
1738,1740,0.999
249,1741,0.779
594,1741,0.757
554,1743,0.779
949,1743,0.927
241,1744,0.778
596,1744,0.735
629,1745,0.779
1664,1745,0.956
530,1746,0.793
714,1746,0.946
959,1746,0.994
79,1747,0.718
1689,1748,0.983
1729,1748,0.986
884,1749,0.941
1738,1749,0.999
25,1750,0.993
665,1750,0.979
1643,1750,0.997
743,1753,0.9
1445,1753,0.9
1734,1753,0.996
1738,1754,0.835
1749,1754,0.898
957,1755,0.793
33,1756,0.848
1266,1756,0.824
1144,1757,0.906
422,1758,0.844
936,1758,0.705
884,1760,0.815
1738,1760,0.999
1740,1760,0.759
1749,1760,0.998
1754,1760,0.74
1094,1765,0.923
261,1768,0.824
440,1770,0.9
590,1770,0.752
1145,1770,0.814
447,1771,0.75
154,1773,0.838
949,1773,0.99
485,1779,0.771
75,1780,0.769
117,1780,0.805
141,1780,0.858
147,1780,0.801
149,1780,0.851
218,1780,0.721
486,1780,0.84
498,1780,0.881
516,1780,0.715
551,1780,0.783
1057,1780,0.81
1075,1780,0.795
1159,1780,0.929
1160,1780,0.971
1388,1780,0.841
1479,1780,0.768
1613,1781,0.722
770,1785,0.761
1025,1790,0.936
320,1792,0.835
1469,1792,0.744
1252,1794,0.909
1240,1795,0.988
1269,1795,0.715
1535,1795,0.745
738,1796,0.728
751,1796,0.912
817,1796,0.909
884,1796,0.906
1053,1796,0.922
1143,1796,0.906
1250,1796,0.907
1299,1796,0.941
1319,1796,0.919
1390,1796,0.9
1547,1797,0.757
24,1798,0.806
1796,1798,0.981
6,1799,0.816
69,1799,0.8
325,1799,0.806
528,1799,0.903
574,1799,0.927
901,1799,0.971
908,1799,0.9
927,1799,0.949
1008,1799,0.932
1036,1799,0.938
1042,1799,0.933
1045,1799,0.922
1113,1799,0.908
1242,1799,0.92
1248,1799,0.8
1290,1799,0.937
1391,1799,0.812
1627,1799,0.965
1665,1799,0.876
1697,1799,0.923
552,1802,0.792
652,1802,0.793
695,1802,0.771
1242,1802,0.823
470,1803,0.823
1046,1803,0.818
1332,1803,0.835
1801,1807,0.999
265,1808,0.756
420,1808,0.924
214,1810,0.724
208,1812,0.742
884,1814,0.744
1732,1817,0.757
743,1821,0.702
570,1822,0.971
698,1822,0.903
1432,1822,0.795
1620,1822,0.88
570,1824,0.964
587,1824,0.705
698,1824,0.918
1620,1824,0.717
1822,1824,0.999
833,1825,0.766
369,1827,0.818
1566,1828,0.701
1049,1829,0.807
1822,1829,0.867
1824,1829,0.883
279,1830,0.801
302,1830,0.893
516,1830,0.816
599,1830,0.803
674,1830,0.8
831,1830,0.82
873,1830,0.803
1057,1830,0.814
570,1831,0.748
587,1831,0.724
698,1831,0.976
1822,1831,0.999
1824,1831,0.999
1829,1831,0.864
896,1833,0.999
1822,1834,0.827
1824,1834,0.757
1831,1834,0.856
226,1836,0.773
807,1836,0.932
342,1839,0.868
644,1839,0.969
872,1839,0.987
1159,1839,0.921
1413,1839,0.871
1477,1839,0.907
1478,1839,0.906
1545,1839,0.887
1647,1839,0.989
1727,1839,0.965
34,1840,0.729
54,1840,0.706
552,1840,0.713
595,1840,0.711
651,1840,0.83
901,1840,0.757
1627,1840,0.943
1799,1840,0.891
1384,1842,0.805
1824,1843,0.786
1831,1843,0.817
1834,1843,0.999
340,1844,0.7
196,1848,0.831
641,1848,0.719
1334,1848,0.722
1831,1848,0.7
1834,1848,0.736
1843,1848,0.82
1848,1850,0.995
884,1853,0.755
1822,1854,0.798
1824,1854,0.789
1831,1854,0.803
1843,1854,0.826
1848,1854,0.903
1850,1854,0.902
1003,1856,0.767
1822,1856,0.711
1834,1856,0.722
1848,1856,0.722
1854,1856,0.982
1857,1858,0.705
55,1859,0.998
137,1859,0.972
357,1859,0.825
1213,1859,0.967
70,1860,0.999
570,1861,0.745
698,1861,0.78
1822,1861,0.994
1824,1861,0.989
1829,1861,0.861
1831,1861,0.983
1834,1861,0.915
1843,1861,0.872
1848,1861,0.722
570,1863,0.758
698,1863,0.792
1822,1863,0.995
1824,1863,0.998
1829,1863,0.878
1831,1863,0.998
1834,1863,0.914
1843,1863,0.909
1848,1863,0.706
1854,1863,0.721
1861,1863,0.996
737,1864,0.806
1822,1866,0.969
1824,1866,0.875
1831,1866,0.926
1834,1866,0.832
1843,1866,0.81
1861,1866,0.879
1863,1866,0.904
983,1867,0.942
1822,1868,0.954
1824,1868,0.908
1831,1868,0.894
1834,1868,0.81
1843,1868,0.813
1861,1868,0.862
1863,1868,0.856
1866,1868,0.998
698,1870,0.819
1822,1870,0.974
1824,1870,0.968
1829,1870,0.773
1831,1870,0.952
1834,1870,0.809
1843,1870,0.792
1854,1870,0.716
1861,1870,0.892
1863,1870,0.935
1866,1870,0.994
1868,1870,0.994
509,1872,0.754
563,1872,0.743
821,1872,0.745
1822,1872,0.79
1831,1872,0.715
1834,1872,0.721
1854,1872,0.712
19,1873,0.757
309,1873,0.725
789,1873,0.966
1050,1873,0.935
431,1874,0.759
600,1874,0.811
1034,1874,0.868
1428,1874,0.783
1811,1875,0.748
1822,1876,0.765
1824,1876,0.771
1834,1876,0.736
1843,1876,0.712
1848,1876,0.79
1850,1876,0.784
1854,1876,0.773
1861,1876,0.725
423,1877,0.998
137,1878,0.724
518,1879,0.943
793,1879,0.846
1296,1879,0.949
1541,1879,0.935
570,1880,0.728
1736,1880,0.715
1829,1880,0.795
1854,1880,0.88
1861,1880,0.812
1876,1880,0.927
139,1881,0.918
306,1881,0.935
633,1881,0.79
939,1881,0.855
1219,1881,0.883
1393,1881,0.904
269,1882,0.93
476,1882,0.943
488,1882,0.945
489,1882,0.936
514,1882,0.913
625,1882,0.974
626,1882,0.979
892,1882,0.92
1091,1882,0.909
1644,1882,0.911
6,1883,0.867
69,1883,0.801
325,1883,0.898
695,1883,0.955
1248,1883,0.855
1627,1883,0.8
1799,1883,0.8
1815,1883,0.773
1829,1884,0.918
1866,1884,0.828
1868,1884,0.71
1824,1886,0.725
1829,1886,0.735
1884,1886,0.988
790,1889,0.749
28,1890,0.726
79,1890,0.776
1747,1890,0.842
985,1891,0.709
1503,1891,0.933
1661,1891,0.999
470,1892,0.837
1046,1892,0.891
1332,1892,0.829
1803,1892,0.872
1829,1893,0.726
1866,1893,0.708
1884,1893,0.993
1886,1893,0.992
1,1894,0.875
1566,1895,0.7
1689,1895,0.717
1729,1895,0.709
1800,1895,0.78
1822,1896,0.781
1824,1896,0.755
1831,1896,0.762
1843,1896,0.823
1863,1896,0.753
1876,1896,0.781
1668,1897,0.896
1822,1900,0.965
1824,1900,0.992
1829,1900,0.976
1831,1900,0.965
1834,1900,0.742
1843,1900,0.715
1854,1900,0.71
1861,1900,0.877
1863,1900,0.976
1866,1900,0.759
1868,1900,0.785
1870,1900,0.826
1884,1900,0.752
1893,1900,0.715
1896,1900,0.877
1463,1901,0.759
549,1903,0.717
1822,1903,0.868
1824,1903,0.953
1829,1903,0.965
1831,1903,0.862
1861,1903,0.891
1863,1903,0.904
1870,1903,0.717
1900,1903,0.952
1822,1904,0.836
1824,1904,0.793
1831,1904,0.73
1843,1904,0.757
1861,1904,0.792
1863,1904,0.861
1866,1904,0.781
1868,1904,0.793
1870,1904,0.788
1872,1904,0.803
1884,1904,0.802
1886,1904,0.788
1893,1904,0.751
153,1905,0.991
758,1905,0.793
1224,1905,0.826
1516,1905,0.798
1517,1905,0.902
1664,1906,0.94
1745,1906,0.943
326,1907,0.906
1843,1908,0.72
315,1912,0.709
663,1912,0.714
1661,1912,0.744
1738,1912,0.738
1740,1912,0.708
1126,1914,0.817
1822,1915,0.713
1824,1915,0.702
1831,1915,0.791
